# This file was produced by bcftools (1.10.2-128-gd1b74cd+htslib-1.10.2-137-g34ba6c7), the command line was:
# 	 bcftools gtcheck  all_strains_biallelic_SNPs_no_missing.recode.vcf.gz
# and the working directory was:
# 	 /Users/clairedubin/cocci/popgen/popgen_paper/isolate_and_pop_info
#
INFO	Time required to process one record .. 0.000013 seconds
# DC, discordance:
#     - query sample
#     - genotyped sample
#     - discordance (number of mismatches; smaller is better)
#     - negative log of HWE probability at matching sites (rare genotypes mataches are more informative, bigger is better)
#     - number of sites compared (bigger is better)
#DC	[2]Query Sample	[3]Genotyped Sample	[4]Discordance	[5]-log P(HWE)	[6]Number of sites compared
DC	4545-MICE_Venezuela	Coahuila_2	3.731329e+05	1.573817e+06	262428
DC	4545-MICE_Venezuela	Phoenix_1	3.939696e+05	1.569800e+06	262428
DC	4545-MICE_Venezuela	Phoenix_2	3.863935e+05	1.569846e+06	262428
DC	4545-MICE_Venezuela	Phoenix_3	3.881861e+05	1.571495e+06	262428
DC	4545-MICE_Venezuela	Phoenix_4	3.912264e+05	1.569003e+06	262428
DC	4545-MICE_Venezuela	Phoenix_5	3.773121e+05	1.573094e+06	262428
DC	4545-MICE_Venezuela	Phoenix_6	3.778469e+05	1.573701e+06	262428
DC	4545-MICE_Venezuela	Phoenix_7	3.768269e+05	1.568194e+06	262428
DC	4545-MICE_Venezuela	Phoenix_8	3.894240e+05	1.571555e+06	262428
DC	4545-MICE_Venezuela	Phoenix_9	3.862450e+05	1.568635e+06	262428
DC	4545-MICE_Venezuela	Nuevo_Leon_1	3.728655e+05	1.568905e+06	262428
DC	4545-MICE_Venezuela	Nuevo_Leon_2	3.697955e+05	1.572543e+06	262428
DC	4545-MICE_Venezuela	Michoacan_1	3.618133e+05	1.558624e+06	262428
DC	4545-MICE_Venezuela	B0858_Guatemala	2.893304e+05	1.593081e+06	262428
DC	4545-MICE_Venezuela	B10757_Nevada	3.854131e+05	1.568564e+06	262428
DC	4545-MICE_Venezuela	B10813_Texas	3.653290e+05	1.565534e+06	262428
DC	4545-MICE_Venezuela	B1249_Guatemala	2.838242e+05	1.593863e+06	262428
DC	4545-MICE_Venezuela	B5773_Brazil	3.861658e+05	1.574421e+06	262428
DC	4545-MICE_Venezuela	Tucson_24	3.006203e+05	1.576321e+06	262428
DC	4545-MICE_Venezuela	GT017_Paraguay	3.784807e+05	1.567105e+06	262428
DC	4545-MICE_Venezuela	GT002_Texas	3.740836e+05	1.573164e+06	262428
DC	4545-MICE_Venezuela	730332_Guatemala	2.894196e+05	1.594557e+06	262428
DC	4545-MICE_Venezuela	730333_Guatelama	2.894196e+05	1.594557e+06	262428
DC	4545-MICE_Venezuela	730334_Guatemala	3.726873e+05	1.574847e+06	262428
DC	4545-MICE_Venezuela	GT162_USA	3.615558e+05	1.569052e+06	262428
DC	4545-MICE_Venezuela	GT120_USA	3.214372e+05	1.573845e+06	262428
DC	4545_Venezuela	Tucson_1	3.899489e+05	1.571302e+06	262428
DC	4545_Venezuela	Tucson_2	3.316377e+05	1.578916e+06	262428
DC	4545_Venezuela	Tucson_3	3.774013e+05	1.578149e+06	262428
DC	4545_Venezuela	Tucson_4	3.773617e+05	1.578182e+06	262428
DC	4545_Venezuela	Tucson_5	3.897112e+05	1.562211e+06	262428
DC	4545_Venezuela	Tucson_6	3.677950e+05	1.573379e+06	262428
DC	4545_Venezuela	Tucson_7	3.254679e+05	1.573398e+06	262428
DC	4545_Venezuela	Tucson_8	3.880078e+05	1.570869e+06	262428
DC	4545_Venezuela	Tucson_9	3.877602e+05	1.567894e+06	262428
DC	4545_Venezuela	Tucson_10	4.010506e+05	1.561252e+06	262428
DC	4545_Venezuela	Tucson_11	3.698945e+05	1.567014e+06	262428
DC	4545_Venezuela	Tucson_12	3.884733e+05	1.570523e+06	262428
DC	4545_Venezuela	Tucson_13	3.881167e+05	1.572433e+06	262428
DC	4545_Venezuela	Tucson_14	3.867104e+05	1.571061e+06	262428
DC	4545_Venezuela	Tucson_15	3.772131e+05	1.570560e+06	262428
DC	4545_Venezuela	Tucson_16	3.534846e+05	1.577209e+06	262428
DC	4545_Venezuela	Tucson_17	3.861261e+05	1.571610e+06	262428
DC	4545_Venezuela	Tucson_18	3.840365e+05	1.575232e+06	262428
DC	4545_Venezuela	Tucson_19	3.830660e+05	1.572442e+06	262428
DC	4545_Venezuela	Tucson_20	3.474732e+05	1.575903e+06	262428
DC	4545_Venezuela	Tucson_21	3.890080e+05	1.571421e+06	262428
DC	4545_Venezuela	Tucson_22	3.863935e+05	1.569389e+06	262428
DC	4545_Venezuela	Tucson_23	3.915730e+05	1.569822e+06	262428
DC	4545_Venezuela	San_Antonio_1	3.758365e+05	1.571375e+06	262428
DC	4545_Venezuela	Colorado_Springs_1	3.690824e+05	1.569441e+06	262428
DC	4545_Venezuela	Sonora_1	3.733211e+05	1.575171e+06	262428
DC	4545_Venezuela	Sonora_2	3.585452e+05	1.560842e+06	262428
DC	4545_Venezuela	Coahuila_2	3.731329e+05	1.573817e+06	262428
DC	4545_Venezuela	Phoenix_1	3.939696e+05	1.569800e+06	262428
DC	4545_Venezuela	Phoenix_2	3.863935e+05	1.569846e+06	262428
DC	4545_Venezuela	Phoenix_3	3.881861e+05	1.571495e+06	262428
DC	4545_Venezuela	Phoenix_4	3.912264e+05	1.569003e+06	262428
DC	4545_Venezuela	Phoenix_5	3.773121e+05	1.573094e+06	262428
DC	4545_Venezuela	Phoenix_6	3.778469e+05	1.573701e+06	262428
DC	4545_Venezuela	Phoenix_7	3.768269e+05	1.568194e+06	262428
DC	4545_Venezuela	Phoenix_8	3.894240e+05	1.571555e+06	262428
DC	4545_Venezuela	Phoenix_9	3.862450e+05	1.568635e+06	262428
DC	4545_Venezuela	Nuevo_Leon_1	3.728655e+05	1.568905e+06	262428
DC	4545_Venezuela	Nuevo_Leon_2	3.697955e+05	1.572543e+06	262428
DC	4545_Venezuela	Michoacan_1	3.618133e+05	1.558624e+06	262428
DC	4545_Venezuela	B0858_Guatemala	2.893304e+05	1.593081e+06	262428
DC	4545_Venezuela	B10757_Nevada	3.854131e+05	1.568564e+06	262428
DC	4545_Venezuela	B10813_Texas	3.653290e+05	1.565534e+06	262428
DC	4545_Venezuela	B1249_Guatemala	2.838242e+05	1.593863e+06	262428
DC	4545_Venezuela	B5773_Brazil	3.861658e+05	1.574421e+06	262428
DC	4545_Venezuela	Tucson_24	3.006203e+05	1.576321e+06	262428
DC	4545_Venezuela	GT017_Paraguay	3.784807e+05	1.567105e+06	262428
DC	4545_Venezuela	GT002_Texas	3.740836e+05	1.573164e+06	262428
DC	4545_Venezuela	730332_Guatemala	2.894196e+05	1.594557e+06	262428
DC	4545_Venezuela	730333_Guatelama	2.894196e+05	1.594557e+06	262428
DC	4545_Venezuela	730334_Guatemala	3.726873e+05	1.574847e+06	262428
DC	4545_Venezuela	GT162_USA	3.615558e+05	1.569052e+06	262428
DC	4545_Venezuela	GT120_USA	3.214372e+05	1.573845e+06	262428
DC	4545_Venezuela	4545-MICE_Venezuela	5.248822e+01	1.655989e+06	262428
DC	34698_Venezuela	Tucson_1	3.903648e+05	1.570761e+06	262428
DC	34698_Venezuela	Tucson_2	3.320537e+05	1.578375e+06	262428
DC	34698_Venezuela	Tucson_3	3.778370e+05	1.577604e+06	262428
DC	34698_Venezuela	Tucson_4	3.777974e+05	1.577637e+06	262428
DC	34698_Venezuela	Tucson_5	3.901469e+05	1.561665e+06	262428
DC	34698_Venezuela	Tucson_6	3.682109e+05	1.572838e+06	262428
DC	34698_Venezuela	Tucson_7	3.258640e+05	1.572863e+06	262428
DC	34698_Venezuela	Tucson_8	3.884435e+05	1.570324e+06	262428
DC	34698_Venezuela	Tucson_9	3.881960e+05	1.567349e+06	262428
DC	34698_Venezuela	Tucson_10	4.015259e+05	1.560697e+06	262428
DC	34698_Venezuela	Tucson_11	3.702906e+05	1.566477e+06	262428
DC	34698_Venezuela	Tucson_12	3.888496e+05	1.569992e+06	262428
DC	34698_Venezuela	Tucson_13	3.885327e+05	1.571892e+06	262428
DC	34698_Venezuela	Tucson_14	3.871066e+05	1.570524e+06	262428
DC	34698_Venezuela	Tucson_15	3.776092e+05	1.570025e+06	262428
DC	34698_Venezuela	Tucson_16	3.539203e+05	1.576663e+06	262428
DC	34698_Venezuela	Tucson_17	3.865223e+05	1.571072e+06	262428
DC	34698_Venezuela	Tucson_18	3.844525e+05	1.574691e+06	262428
DC	34698_Venezuela	Tucson_19	3.834423e+05	1.571909e+06	262428
DC	34698_Venezuela	Tucson_20	3.479090e+05	1.575357e+06	262428
DC	34698_Venezuela	Tucson_21	3.894042e+05	1.570883e+06	262428
DC	34698_Venezuela	Tucson_22	3.868095e+05	1.568849e+06	262428
DC	34698_Venezuela	Tucson_23	3.919691e+05	1.569285e+06	262428
DC	34698_Venezuela	San_Antonio_1	3.762921e+05	1.570825e+06	262428
DC	34698_Venezuela	Colorado_Springs_1	3.694786e+05	1.568907e+06	262428
DC	34698_Venezuela	Sonora_1	3.737568e+05	1.574626e+06	262428
DC	34698_Venezuela	Sonora_2	3.589612e+05	1.560301e+06	262428
DC	34698_Venezuela	Coahuila_2	3.735687e+05	1.573271e+06	262428
DC	34698_Venezuela	Phoenix_1	3.943856e+05	1.569258e+06	262428
DC	34698_Venezuela	Phoenix_2	3.867897e+05	1.569308e+06	262428
DC	34698_Venezuela	Phoenix_3	3.885822e+05	1.570958e+06	262428
DC	34698_Venezuela	Phoenix_4	3.916423e+05	1.568462e+06	262428
DC	34698_Venezuela	Phoenix_5	3.777479e+05	1.572548e+06	262428
DC	34698_Venezuela	Phoenix_6	3.782629e+05	1.573160e+06	262428
DC	34698_Venezuela	Phoenix_7	3.772626e+05	1.567649e+06	262428
DC	34698_Venezuela	Phoenix_8	3.898399e+05	1.571014e+06	262428
DC	34698_Venezuela	Phoenix_9	3.866609e+05	1.568094e+06	262428
DC	34698_Venezuela	Nuevo_Leon_1	3.732815e+05	1.568365e+06	262428
DC	34698_Venezuela	Nuevo_Leon_2	3.701916e+05	1.572007e+06	262428
DC	34698_Venezuela	Michoacan_1	3.622095e+05	1.558087e+06	262428
DC	34698_Venezuela	B0858_Guatemala	2.897266e+05	1.592544e+06	262428
DC	34698_Venezuela	B10757_Nevada	3.858092e+05	1.568028e+06	262428
DC	34698_Venezuela	B10813_Texas	3.657846e+05	1.564984e+06	262428
DC	34698_Venezuela	B1249_Guatemala	2.842203e+05	1.593326e+06	262428
DC	34698_Venezuela	B5773_Brazil	3.866015e+05	1.573876e+06	262428
DC	34698_Venezuela	Tucson_24	3.010164e+05	1.575785e+06	262428
DC	34698_Venezuela	GT017_Paraguay	3.789165e+05	1.566561e+06	262428
DC	34698_Venezuela	GT002_Texas	3.744798e+05	1.572627e+06	262428
DC	34698_Venezuela	730332_Guatemala	2.898157e+05	1.594020e+06	262428
DC	34698_Venezuela	730333_Guatelama	2.898157e+05	1.594020e+06	262428
DC	34698_Venezuela	730334_Guatemala	3.731626e+05	1.574293e+06	262428
DC	34698_Venezuela	GT162_USA	3.619916e+05	1.568506e+06	262428
DC	34698_Venezuela	GT120_USA	3.218334e+05	1.573308e+06	262428
DC	34698_Venezuela	4545-MICE_Venezuela	6.351043e+03	1.653639e+06	262428
DC	34698_Venezuela	4545_Venezuela	6.351043e+03	1.653639e+06	262428
DC	4542_Venezuela	Tucson_1	3.899390e+05	1.571309e+06	262428
DC	4542_Venezuela	Tucson_2	3.316278e+05	1.578923e+06	262428
DC	4542_Venezuela	Tucson_3	3.773914e+05	1.578156e+06	262428
DC	4542_Venezuela	Tucson_4	3.773517e+05	1.578189e+06	262428
DC	4542_Venezuela	Tucson_5	3.897013e+05	1.562218e+06	262428
DC	4542_Venezuela	Tucson_6	3.677851e+05	1.573386e+06	262428
DC	4542_Venezuela	Tucson_7	3.254580e+05	1.573405e+06	262428
DC	4542_Venezuela	Tucson_8	3.879979e+05	1.570876e+06	262428
DC	4542_Venezuela	Tucson_9	3.877503e+05	1.567901e+06	262428
DC	4542_Venezuela	Tucson_10	4.010407e+05	1.561259e+06	262428
DC	4542_Venezuela	Tucson_11	3.698846e+05	1.567021e+06	262428
DC	4542_Venezuela	Tucson_12	3.884633e+05	1.570530e+06	262428
DC	4542_Venezuela	Tucson_13	3.881068e+05	1.572439e+06	262428
DC	4542_Venezuela	Tucson_14	3.867005e+05	1.571067e+06	262428
DC	4542_Venezuela	Tucson_15	3.772032e+05	1.570567e+06	262428
DC	4542_Venezuela	Tucson_16	3.534747e+05	1.577216e+06	262428
DC	4542_Venezuela	Tucson_17	3.861162e+05	1.571616e+06	262428
DC	4542_Venezuela	Tucson_18	3.840266e+05	1.575239e+06	262428
DC	4542_Venezuela	Tucson_19	3.830561e+05	1.572449e+06	262428
DC	4542_Venezuela	Tucson_20	3.474633e+05	1.575910e+06	262428
DC	4542_Venezuela	Tucson_21	3.889981e+05	1.571428e+06	262428
DC	4542_Venezuela	Tucson_22	3.863836e+05	1.569396e+06	262428
DC	4542_Venezuela	Tucson_23	3.915631e+05	1.569829e+06	262428
DC	4542_Venezuela	San_Antonio_1	3.758266e+05	1.571382e+06	262428
DC	4542_Venezuela	Colorado_Springs_1	3.690725e+05	1.569448e+06	262428
DC	4542_Venezuela	Sonora_1	3.733112e+05	1.575178e+06	262428
DC	4542_Venezuela	Sonora_2	3.585353e+05	1.560849e+06	262428
DC	4542_Venezuela	Coahuila_2	3.731230e+05	1.573824e+06	262428
DC	4542_Venezuela	Phoenix_1	3.939597e+05	1.569807e+06	262428
DC	4542_Venezuela	Phoenix_2	3.863836e+05	1.569852e+06	262428
DC	4542_Venezuela	Phoenix_3	3.881761e+05	1.571502e+06	262428
DC	4542_Venezuela	Phoenix_4	3.912165e+05	1.569010e+06	262428
DC	4542_Venezuela	Phoenix_5	3.773022e+05	1.573101e+06	262428
DC	4542_Venezuela	Phoenix_6	3.778370e+05	1.573708e+06	262428
DC	4542_Venezuela	Phoenix_7	3.768170e+05	1.568201e+06	262428
DC	4542_Venezuela	Phoenix_8	3.894141e+05	1.571561e+06	262428
DC	4542_Venezuela	Phoenix_9	3.862351e+05	1.568642e+06	262428
DC	4542_Venezuela	Nuevo_Leon_1	3.728556e+05	1.568912e+06	262428
DC	4542_Venezuela	Nuevo_Leon_2	3.697856e+05	1.572550e+06	262428
DC	4542_Venezuela	Michoacan_1	3.618034e+05	1.558631e+06	262428
DC	4542_Venezuela	B0858_Guatemala	2.893205e+05	1.593088e+06	262428
DC	4542_Venezuela	B10757_Nevada	3.854032e+05	1.568571e+06	262428
DC	4542_Venezuela	B10813_Texas	3.653191e+05	1.565540e+06	262428
DC	4542_Venezuela	B1249_Guatemala	2.838143e+05	1.593870e+06	262428
DC	4542_Venezuela	B5773_Brazil	3.861559e+05	1.574428e+06	262428
DC	4542_Venezuela	Tucson_24	3.006104e+05	1.576327e+06	262428
DC	4542_Venezuela	GT017_Paraguay	3.784708e+05	1.567112e+06	262428
DC	4542_Venezuela	GT002_Texas	3.740737e+05	1.573171e+06	262428
DC	4542_Venezuela	730332_Guatemala	2.894097e+05	1.594564e+06	262428
DC	4542_Venezuela	730333_Guatelama	2.894097e+05	1.594564e+06	262428
DC	4542_Venezuela	730334_Guatemala	3.726773e+05	1.574854e+06	262428
DC	4542_Venezuela	GT162_USA	3.615459e+05	1.569058e+06	262428
DC	4542_Venezuela	GT120_USA	3.214273e+05	1.573852e+06	262428
DC	4542_Venezuela	4545-MICE_Venezuela	6.239161e+01	1.655989e+06	262428
DC	4542_Venezuela	4545_Venezuela	6.239161e+01	1.655989e+06	262428
DC	4542_Venezuela	34698_Venezuela	6.341139e+03	1.653646e+06	262428
DC	2566_Venezuela	Tucson_1	3.902757e+05	1.570241e+06	262428
DC	2566_Venezuela	Tucson_2	3.319843e+05	1.577849e+06	262428
DC	2566_Venezuela	Tucson_3	3.776885e+05	1.577095e+06	262428
DC	2566_Venezuela	Tucson_4	3.776488e+05	1.577128e+06	262428
DC	2566_Venezuela	Tucson_5	3.900776e+05	1.561139e+06	262428
DC	2566_Venezuela	Tucson_6	3.681218e+05	1.572316e+06	262428
DC	2566_Venezuela	Tucson_7	3.258343e+05	1.572328e+06	262428
DC	2566_Venezuela	Tucson_8	3.883148e+05	1.569808e+06	262428
DC	2566_Venezuela	Tucson_9	3.881266e+05	1.566823e+06	262428
DC	2566_Venezuela	Tucson_10	4.014170e+05	1.560181e+06	262428
DC	2566_Venezuela	Tucson_11	3.702213e+05	1.565951e+06	262428
DC	2566_Venezuela	Tucson_12	3.887604e+05	1.569466e+06	262428
DC	2566_Venezuela	Tucson_13	3.884633e+05	1.571366e+06	262428
DC	2566_Venezuela	Tucson_14	3.870175e+05	1.570001e+06	262428
DC	2566_Venezuela	Tucson_15	3.775201e+05	1.569500e+06	262428
DC	2566_Venezuela	Tucson_16	3.538312e+05	1.576142e+06	262428
DC	2566_Venezuela	Tucson_17	3.864530e+05	1.570546e+06	262428
DC	2566_Venezuela	Tucson_18	3.843435e+05	1.574172e+06	262428
DC	2566_Venezuela	Tucson_19	3.833928e+05	1.571378e+06	262428
DC	2566_Venezuela	Tucson_20	3.477802e+05	1.574844e+06	262428
DC	2566_Venezuela	Tucson_21	3.893745e+05	1.570351e+06	262428
DC	2566_Venezuela	Tucson_22	3.867204e+05	1.568327e+06	262428
DC	2566_Venezuela	Tucson_23	3.918602e+05	1.568768e+06	262428
DC	2566_Venezuela	San_Antonio_1	3.761633e+05	1.570310e+06	262428
DC	2566_Venezuela	Colorado_Springs_1	3.693894e+05	1.568381e+06	262428
DC	2566_Venezuela	Sonora_1	3.736479e+05	1.574108e+06	262428
DC	2566_Venezuela	Sonora_2	3.588720e+05	1.559778e+06	262428
DC	2566_Venezuela	Coahuila_2	3.734597e+05	1.572753e+06	262428
DC	2566_Venezuela	Phoenix_1	3.943162e+05	1.568733e+06	262428
DC	2566_Venezuela	Phoenix_2	3.867402e+05	1.568779e+06	262428
DC	2566_Venezuela	Phoenix_3	3.884931e+05	1.570436e+06	262428
DC	2566_Venezuela	Phoenix_4	3.915532e+05	1.567940e+06	262428
DC	2566_Venezuela	Phoenix_5	3.776984e+05	1.572019e+06	262428
DC	2566_Venezuela	Phoenix_6	3.782133e+05	1.572631e+06	262428
DC	2566_Venezuela	Phoenix_7	3.771735e+05	1.567126e+06	262428
DC	2566_Venezuela	Phoenix_8	3.897310e+05	1.570495e+06	262428
DC	2566_Venezuela	Phoenix_9	3.865322e+05	1.567582e+06	262428
DC	2566_Venezuela	Nuevo_Leon_1	3.731527e+05	1.567849e+06	262428
DC	2566_Venezuela	Nuevo_Leon_2	3.700827e+05	1.571487e+06	262428
DC	2566_Venezuela	Michoacan_1	3.621203e+05	1.557564e+06	262428
DC	2566_Venezuela	B0858_Guatemala	2.896573e+05	1.592019e+06	262428
DC	2566_Venezuela	B10757_Nevada	3.857597e+05	1.567498e+06	262428
DC	2566_Venezuela	B10813_Texas	3.656757e+05	1.564465e+06	262428
DC	2566_Venezuela	B1249_Guatemala	2.841510e+05	1.592799e+06	262428
DC	2566_Venezuela	B5773_Brazil	3.864728e+05	1.573361e+06	262428
DC	2566_Venezuela	Tucson_24	3.009669e+05	1.575255e+06	262428
DC	2566_Venezuela	GT017_Paraguay	3.788075e+05	1.566042e+06	262428
DC	2566_Venezuela	GT002_Texas	3.743510e+05	1.572112e+06	262428
DC	2566_Venezuela	730332_Guatemala	2.897464e+05	1.593494e+06	262428
DC	2566_Venezuela	730333_Guatelama	2.897464e+05	1.593494e+06	262428
DC	2566_Venezuela	730334_Guatemala	3.730537e+05	1.573773e+06	262428
DC	2566_Venezuela	GT162_USA	3.618827e+05	1.567991e+06	262428
DC	2566_Venezuela	GT120_USA	3.217442e+05	1.572785e+06	262428
DC	2566_Venezuela	4545-MICE_Venezuela	7.252251e+03	1.652862e+06	262428
DC	2566_Venezuela	4545_Venezuela	7.252251e+03	1.652862e+06	262428
DC	2566_Venezuela	34698_Venezuela	7.648386e+03	1.652325e+06	262428
DC	2566_Venezuela	4542_Venezuela	7.242348e+03	1.652869e+06	262428
DC	3796_Venezuela	Tucson_1	3.902856e+05	1.570825e+06	262428
DC	3796_Venezuela	Tucson_2	3.319744e+05	1.578439e+06	262428
DC	3796_Venezuela	Tucson_3	3.777578e+05	1.577668e+06	262428
DC	3796_Venezuela	Tucson_4	3.777182e+05	1.577701e+06	262428
DC	3796_Venezuela	Tucson_5	3.900677e+05	1.561729e+06	262428
DC	3796_Venezuela	Tucson_6	3.681317e+05	1.572902e+06	262428
DC	3796_Venezuela	Tucson_7	3.257848e+05	1.572927e+06	262428
DC	3796_Venezuela	Tucson_8	3.883643e+05	1.570388e+06	262428
DC	3796_Venezuela	Tucson_9	3.881167e+05	1.567413e+06	262428
DC	3796_Venezuela	Tucson_10	4.014467e+05	1.560761e+06	262428
DC	3796_Venezuela	Tucson_11	3.702114e+05	1.566542e+06	262428
DC	3796_Venezuela	Tucson_12	3.887704e+05	1.570056e+06	262428
DC	3796_Venezuela	Tucson_13	3.884534e+05	1.571956e+06	262428
DC	3796_Venezuela	Tucson_14	3.870274e+05	1.570589e+06	262428
DC	3796_Venezuela	Tucson_15	3.775300e+05	1.570089e+06	262428
DC	3796_Venezuela	Tucson_16	3.538411e+05	1.576728e+06	262428
DC	3796_Venezuela	Tucson_17	3.864431e+05	1.571137e+06	262428
DC	3796_Venezuela	Tucson_18	3.843732e+05	1.574756e+06	262428
DC	3796_Venezuela	Tucson_19	3.833631e+05	1.571973e+06	262428
DC	3796_Venezuela	Tucson_20	3.478297e+05	1.575422e+06	262428
DC	3796_Venezuela	Tucson_21	3.893249e+05	1.570948e+06	262428
DC	3796_Venezuela	Tucson_22	3.867303e+05	1.568913e+06	262428
DC	3796_Venezuela	Tucson_23	3.918899e+05	1.569349e+06	262428
DC	3796_Venezuela	San_Antonio_1	3.762129e+05	1.570890e+06	262428
DC	3796_Venezuela	Colorado_Springs_1	3.694191e+05	1.568965e+06	262428
DC	3796_Venezuela	Sonora_1	3.736776e+05	1.574691e+06	262428
DC	3796_Venezuela	Sonora_2	3.588819e+05	1.560365e+06	262428
DC	3796_Venezuela	Coahuila_2	3.734894e+05	1.573336e+06	262428
DC	3796_Venezuela	Phoenix_1	3.943063e+05	1.569323e+06	262428
DC	3796_Venezuela	Phoenix_2	3.867104e+05	1.569373e+06	262428
DC	3796_Venezuela	Phoenix_3	3.885030e+05	1.571023e+06	262428
DC	3796_Venezuela	Phoenix_4	3.915631e+05	1.568527e+06	262428
DC	3796_Venezuela	Phoenix_5	3.776687e+05	1.572612e+06	262428
DC	3796_Venezuela	Phoenix_6	3.781836e+05	1.573224e+06	262428
DC	3796_Venezuela	Phoenix_7	3.771834e+05	1.567713e+06	262428
DC	3796_Venezuela	Phoenix_8	3.897607e+05	1.571078e+06	262428
DC	3796_Venezuela	Phoenix_9	3.865817e+05	1.568159e+06	262428
DC	3796_Venezuela	Nuevo_Leon_1	3.732022e+05	1.568429e+06	262428
DC	3796_Venezuela	Nuevo_Leon_2	3.701124e+05	1.572071e+06	262428
DC	3796_Venezuela	Michoacan_1	3.621302e+05	1.558151e+06	262428
DC	3796_Venezuela	B0858_Guatemala	2.896473e+05	1.592608e+06	262428
DC	3796_Venezuela	B10757_Nevada	3.857300e+05	1.568092e+06	262428
DC	3796_Venezuela	B10813_Texas	3.657054e+05	1.565049e+06	262428
DC	3796_Venezuela	B1249_Guatemala	2.841411e+05	1.593390e+06	262428
DC	3796_Venezuela	B5773_Brazil	3.865223e+05	1.573941e+06	262428
DC	3796_Venezuela	Tucson_24	3.009372e+05	1.575850e+06	262428
DC	3796_Venezuela	GT017_Paraguay	3.788373e+05	1.566625e+06	262428
DC	3796_Venezuela	GT002_Texas	3.744005e+05	1.572692e+06	262428
DC	3796_Venezuela	730332_Guatemala	2.897365e+05	1.594084e+06	262428
DC	3796_Venezuela	730333_Guatelama	2.897365e+05	1.594084e+06	262428
DC	3796_Venezuela	730334_Guatemala	3.730834e+05	1.574357e+06	262428
DC	3796_Venezuela	GT162_USA	3.619124e+05	1.568570e+06	262428
DC	3796_Venezuela	GT120_USA	3.217541e+05	1.573373e+06	262428
DC	3796_Venezuela	4545-MICE_Venezuela	6.271816e+03	1.653703e+06	262428
DC	3796_Venezuela	4545_Venezuela	6.271816e+03	1.653703e+06	262428
DC	3796_Venezuela	34698_Venezuela	2.109424e+02	1.655407e+06	262428
DC	3796_Venezuela	4542_Venezuela	6.261912e+03	1.653710e+06	262428
DC	3796_Venezuela	2566_Venezuela	7.569159e+03	1.652390e+06	262428
DC	3490_Mexico	Tucson_1	3.724199e+05	1.553378e+06	262428
DC	3490_Mexico	Tucson_2	3.203280e+05	1.561176e+06	262428
DC	3490_Mexico	Tucson_3	3.656757e+05	1.559493e+06	262428
DC	3490_Mexico	Tucson_4	3.656360e+05	1.559526e+06	262428
DC	3490_Mexico	Tucson_5	3.681812e+05	1.545355e+06	262428
DC	3490_Mexico	Tucson_6	3.493945e+05	1.555964e+06	262428
DC	3490_Mexico	Tucson_7	3.151288e+05	1.555817e+06	262428
DC	3490_Mexico	Tucson_8	3.684585e+05	1.553424e+06	262428
DC	3490_Mexico	Tucson_9	3.732418e+05	1.549584e+06	262428
DC	3490_Mexico	Tucson_10	3.850467e+05	1.543153e+06	262428
DC	3490_Mexico	Tucson_11	3.588423e+05	1.548515e+06	262428
DC	3490_Mexico	Tucson_12	3.659331e+05	1.553486e+06	262428
DC	3490_Mexico	Tucson_13	3.691220e+05	1.554794e+06	262428
DC	3490_Mexico	Tucson_14	3.654776e+05	1.553783e+06	262428
DC	3490_Mexico	Tucson_15	3.617440e+05	1.552575e+06	262428
DC	3490_Mexico	Tucson_16	3.341334e+05	1.560365e+06	262428
DC	3490_Mexico	Tucson_17	3.726179e+05	1.553139e+06	262428
DC	3490_Mexico	Tucson_18	3.597336e+05	1.558609e+06	262428
DC	3490_Mexico	Tucson_19	3.695182e+05	1.554021e+06	262428
DC	3490_Mexico	Tucson_20	3.238041e+05	1.559972e+06	262428
DC	3490_Mexico	Tucson_21	3.722911e+05	1.553360e+06	262428
DC	3490_Mexico	Tucson_22	3.625858e+05	1.552755e+06	262428
DC	3490_Mexico	Tucson_23	3.759059e+05	1.551528e+06	262428
DC	3490_Mexico	San_Antonio_1	3.790056e+05	1.550318e+06	262428
DC	3490_Mexico	Colorado_Springs_1	3.549800e+05	1.551341e+06	262428
DC	3490_Mexico	Sonora_1	3.646061e+05	1.556438e+06	262428
DC	3490_Mexico	Sonora_2	3.283003e+05	1.546355e+06	262428
DC	3490_Mexico	Coahuila_2	3.739450e+05	1.553178e+06	262428
DC	3490_Mexico	Phoenix_1	3.778469e+05	1.551654e+06	262428
DC	3490_Mexico	Phoenix_2	3.690032e+05	1.551925e+06	262428
DC	3490_Mexico	Phoenix_3	3.726773e+05	1.553305e+06	262428
DC	3490_Mexico	Phoenix_4	3.751235e+05	1.551047e+06	262428
DC	3490_Mexico	Phoenix_5	3.669136e+05	1.554091e+06	262428
DC	3490_Mexico	Phoenix_6	3.591295e+05	1.555915e+06	262428
DC	3490_Mexico	Phoenix_7	3.549404e+05	1.551384e+06	262428
DC	3490_Mexico	Phoenix_8	3.704689e+05	1.553788e+06	262428
DC	3490_Mexico	Phoenix_9	3.765991e+05	1.549756e+06	262428
DC	3490_Mexico	Nuevo_Leon_1	3.707264e+05	1.548962e+06	262428
DC	3490_Mexico	Nuevo_Leon_2	3.683298e+05	1.552480e+06	262428
DC	3490_Mexico	Michoacan_1	3.784708e+05	1.535074e+06	262428
DC	3490_Mexico	B0858_Guatemala	3.357377e+05	1.564308e+06	262428
DC	3490_Mexico	B10757_Nevada	3.628136e+05	1.551898e+06	262428
